,index,200DayMovingAverage,50DayMovingAverage,52WeekHigh,52WeekLow,Address,AnalystTargetPrice,AssetType,Beta,BookValue,Country,Currency,Description,DilutedEPSTTM,DividendDate,DividendPerShare,DividendYield,EBITDA,EPS,EVToEBITDA,EVToRevenue,ExDividendDate,Exchange,FiscalYearEnd,ForwardAnnualDividendRate,ForwardAnnualDividendYield,ForwardPE,FullTimeEmployees,GrossProfitTTM,Industry,LastSplitDate,LastSplitFactor,LatestQuarter,MarketCapitalization,Name,OperatingMarginTTM,PEGRatio,PERatio,PayoutRatio,PercentInsiders,PercentInstitutions,PriceToBookRatio,PriceToSalesRatioTTM,ProfitMargin,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenuePerShareTTM,RevenueTTM,Sector,SharesFloat,SharesOutstanding,SharesShort,SharesShortPriorMonth,ShortPercentFloat,ShortPercentOutstanding,ShortRatio,Symbol,TrailingPE,ticker
0,0,1636.2041,1777.3806,1932.08,1008.87,"1600 Amphitheatre Parkway, Mountain View, CA, United States, 94043",1983.93,Common Stock,0.9947,314.169,USA,USD,"Alphabet Inc. provides online advertising services in the United States, Europe, the Middle East, Africa, the Asia-Pacific, Canada, and Latin America. It offers performance and brand advertising services. The company operates through Google and Other Bets segments. The Google segment offers products, such as Ads, Android, Chrome, Google Cloud, Google Maps, Google Play, Hardware, Search, and YouTube, as well as technical infrastructure. It also offers digital content, cloud services, hardware devices, and other miscellaneous products and services. The Other Bets segment includes businesses, including Access, Calico, CapitalG, GV, Verily, Waymo, and X, as well as Internet and television services. The company has an agreement with Sabre Corporation to develop an artificial intelligence-driven technology platform for travel. Alphabet Inc. was founded in 1998 and is headquartered in Mountain View, California.",51.752,None,None,0,48075001856,51.752,21.1393,6.5966,None,NASDAQ,December,0,0,31.6456,132121,89961000000,Internet Content & Information,2014-04-03,1998:1000,2020-09-30,1238838673408,Alphabet Inc,0.2029,1.5937,35.3099,0,0.122,80.246,5.8053,7.342,0.208,0.62,0.14,0.0775,0.1751,250.985,171703992320,Communication Services,609514185,300644000,2455331,2512968,0.0082,0,1.61,GOOGL,35.3099,GOOGL
0,0,184.7868,212.2491,347.89,89,"100 North Riverside Plaza, Chicago, IL, United States, 60606-1596",229.17,Common Stock,1.6565,-9.458,USA,USD,"The Boeing Company, together with its subsidiaries, designs, develops, manufactures, sales, services, and supports commercial jetliners, military aircraft, satellites, missile defense, human space flight and launch systems, and services worldwide. The company operates through four segments: Commercial Airplanes; Defense, Space & Security; Global Services; and Boeing Capital. The Commercial Airplanes segment develops, produces, and markets commercial jet aircraft and provides fleet support services principally to the commercial airline industry. The Defense, Space & Security segment engages in the research, development, production, and modification of manned and unmanned military aircraft and weapons systems for strike, surveillance, and mobility, including fighter and trainer aircraft; vertical lift comprising rotorcraft and tilt-rotor aircraft; commercial derivative aircraft, such as anti-submarine and tanker aircraft; strategic defense and intelligence systems consisting of strategic missile and defense systems, cyber and information solutions, and intelligence systems, as well as command, control, communications, computers, intelligence, surveillance, and reconnaissance products; satellite systems, including government and commercial satellites, and space exploration. The Global Services segment offers various products and services comprising supply chain and logistics management, engineering, maintenance and modifications, upgrades and conversions, spare parts, pilot and maintenance training systems and services, technical and maintenance documents, and data analytics and digital services to commercial and defense customers. The Boeing Capital segment offers financing services and manages financing exposure for a portfolio of equipment under operating and finance leases, notes and other receivables, assets held for sale or re-lease, and investments. The Boeing Company was founded in 1916 and is based in Chicago, Illinois.",-20.88,2020-03-06,8.22,0.0553,6560000000,6.644,129.4121,2.5976,2020-02-13,NYSE,December,0,0.0553,125,0,-5685000000,Aerospace & Defense,1997-06-09,2:1,2020-12-31,113080721408,The Boeing Company,-0.2232,6.5305,49.0769,0,0.118,52.891,0,1.8999,-0.2042,-0.496,-0.146,-0.0568,0,102.277,58157998080,Industrials,550839911,564529984,10953231,12843212,0.0194,0.02,0.77,BA,0,BA
0,0,274.3709,271.5082,291.0679,138.3077,"2455 Paces Ferry Road, Atlanta, GA, United States, 30339",305.69,Common Stock,1.0268,1.427,USA,USD,"The Home Depot, Inc. operates as a home improvement retailer. It operates The Home Depot stores that sell various building materials, home improvement products, lawn and garden products, and dcor products, as well as provide installation, home maintenance, and professional service programs to do-it-yourself and professional customers. The company also offers installation programs that include flooring, cabinets and cabinet makeovers, countertops, furnaces and central air systems, and windows; and professional installation in various categories sold through its stores and in-home sales programs, as well as acts as a general contractor to provide installation services to its do-it-for-me customers through third-party installers. In addition, it provides tool and equipment rental services. The company primarily serves home owners; and professional renovators/remodelers, general contractors, handymen, property managers, building service contractors, and specialty tradesmen, such as electricians, plumbers, and painters. It also sells its products online. As of August 4, 2020, the company operated 2,293 retail stores in 50 states, the District of Columbia, Puerto Rico, the U.S. Virgin Islands, Guam, 10 Canadian provinces, and Mexico. The Home Depot, Inc. was founded in 1978 and is based in Atlanta, Georgia.",11.561,2020-12-17,6,0.0222,21929000960,11.561,15.8407,2.5344,2020-12-02,NYSE,February,6,0.0222,22.0751,400000,37572000000,Home Improvement Retail,1999-12-31,3:2,2020-11-30,291564847104,"The Home Depot, Inc",0.1551,2.2972,23.4253,0.4815,0.095,71.427,190.2322,2.3327,0.0994,0.257,0.232,0.2042,55.1435,116.703,125630996480,Consumer Cyclical,1075115072,1076600064,7656949,7587058,0.0071,0.01,1.97,HD,23.4253,HD
0,0,AMZ
0,0,371.0702,345.9764,431.4521,261.0763,"6801 Rockledge Drive, Bethesda, MD, United States, 20817",413.35,Common Stock,0.9128,21.559,USA,USD,"Lockheed Martin Corporation, a security and aerospace company, engages in the research, design, development, manufacture, integration, and sustainment of technology systems, products, and services worldwide. It operates through four segments: Aeronautics, Missiles and Fire Control, Rotary and Mission Systems, and Space Systems. The Aeronautics segment offers combat and air mobility aircraft, unmanned air vehicles, and related technologies. The Missiles and Fire Control segment provides air and missile defense systems; tactical missiles and air-to-ground precision strike weapon systems; logistics; fire control systems; mission operations support, readiness, engineering support, and integration services; manned and unmanned ground vehicles; and energy management solutions. The Rotary and Mission Systems segment offers military and commercial helicopters; ship and submarine mission and combat systems; mission systems and sensors for rotary and fixed-wing aircraft; sea and land-based missile defense systems; radar systems; the Littoral combat ship; simulation and training services; and unmanned systems and technologies. It also supports government customers in cybersecurity; and delivers communications, and command and control capabilities through mission solutions for defense applications. The Space Systems segment offers satellites; space transportation systems; strategic, advanced strike, and defensive missile systems; and classified systems and services in support of national security systems. This segment also provides network-enabled situational awareness and integrates space and ground-based systems to help its customers gather, analyze, and securely distribute critical intelligence data. Lockheed Martin Corporation was founded in 1912 and is headquartered in Bethesda, Maryland.",24.304,2021-03-24,10.4,0.0323,10001000448,24.304,10.0447,1.5537,2020-11-30,NYSE,December,10.4,0.0323,12.5471,114000,8681000000,Aerospace & Defense,1999-01-04,2:1,2020-12-31,90142752768,Lockheed Martin Corporation,0.1357,3.0028,13.2414,0.3357,0.075,77.792,18.6799,1.4504,0.1045,0.206,0.073,0.113,1.4959,233.564,65398001664,Industrials,237401663,279784000,2881932,2994593,0.0122,0.01,1.52,LMT,13.2414,LMT
0,0,83.5561,92.4803,99.23,36.75,"2485 Augustine Drive, Santa Clara, CA, United States, 95054",101.56,Common Stock,2.2836,4.844,USA,USD,"Advanced Micro Devices, Inc. operates as a semiconductor company worldwide. The company operates in two segments, Computing and Graphics; and Enterprise, Embedded and Semi-Custom. Its products include x86 microprocessors as an accelerated processing unit, chipsets, discrete and integrated graphics processing units (GPUs), data center and professional GPUs, and development services; and server and embedded processors, and semi-custom System-on-Chip (SoC) products, development services, and technology for game consoles. The company provides x86 microprocessors for desktop PCs under the AMD Ryzen, AMD Ryzen PRO, Ryzen, Threadripper, AMD A-Series, AMD FX, AMD Athlon, AMD Athlon PRO, and AMD Pro A-Series processors brands; microprocessors for notebook and 2-in-1s under the AMD Ryzen processors with Radeon Vega GPUs, AMD A-Series, AMD Athlon, AMD Ryzen PRO, and AMD Pro A-Series processors brands; microprocessors for servers under the AMD EPYC and AMD Opteron brands; and chipsets under the AMD trademark. It also offers discrete GPUs for desktop and notebook PCs under the AMD Radeon graphics and AMD Embedded Radeon brands; professional graphics products under the AMD Radeon Pro and AMD FirePro graphics brands; and Radeon Instinct accelerators for servers. In addition, the company provides embedded processor solutions for interactive digital signage, casino gaming, and medical imaging under the AMD Opteron, AMD Athlon, AMD Geode, AMD Ryzen, AMD EPYC, AMD R-Series, and G-Series processors brands; and customer-specific solutions based on AMD CPU, GPU, and multi-media technologies, as well as semi-custom SoC products. It serves original equipment and design manufacturers, datacenters, original design manufacturers, system integrators, independent distributors, online retailers, and add-in-board manufacturers through its direct sales force, independent distributors, and sales representatives. The company was founded in 1969 and is headquartered in Santa Clara, California.",2.06,None,None,0,1664999936,2.06,77.1884,10.452,1995-04-27,NASDAQ,December,0,0,45.045,0,4347000000,Semiconductors,2000-08-22,2:1,2020-12-31,103801675776,"Advanced Micro Devices, Inc",0.1402,1.5959,41.5728,0,0.62,73.875,17.7835,10.5877,0.255,9.136,0.525,0.1142,0.5748,8.246,9763000320,Technology,1197095200,1212070016,71347086,60682386,0.0596,0.06,1.72,AMD,41.5728,AMD
0,0,21.8625,43.9853,65.5,2.15,"Charlottenstrasse 4, Berlin, Germany, 10969",24.46,Common Stock,None,None,USA,USD,"Jumia Technologies AG operates an e-commerce platform in Africa. The company's platform consists of marketplace, which connects sellers with consumers; logistics service that enables the shipment and delivery of packages from sellers to consumers; and payment service, which facilitates transactions to participants active on the company's platform in selected markets. Its marketplace offers various products in a range of categories, including fashion and apparel, smartphones, home and living, consumer packaged goods, beauty and perfumes, and other electronics, as well as access to various services, such as restaurant food delivery, hotel and flight booking, classified advertising, airtime recharge, and instant delivery. The company was formerly known as Africa Internet Holding GmbH and changed its name to Jumia Technologies AG in January 2019. Jumia Technologies AG was founded in 2012 and is headquartered in Berlin, Germany.",0,None,None,0,None,-3.6407,0,33.7437,None,NYSE,December,0,0,0,5050,75902000,Internet Retail,None,None,2020-09-30,5133264384,Jumia Technologies AG,0,None,-99999.99,0,0.09,32.677,53.8277,26.2021,-1.205,0,-0.177,-0.3754,-1.1128,0,0,Consumer Cyclical,47961012,89196600,13651034,14487323,0,0.15,1.12,JMIA,0,JMIA
0,0,267.4879,268.0647,304.67,137.1006,"1601 Willow Road, Menlo Park, CA, United States, 94025",334.87,Common Stock,1.1828,45.03,USA,USD,"Facebook, Inc. develops products that enable people to connect and share with friends and family through mobile devices, personal computers, virtual reality headsets, and in-home devices worldwide. The company's products include Facebook that enables people to connect, share, discover, and communicate with each other on mobile devices and personal computers; Instagram, a community for sharing photos, videos, and private messages; Messenger, a messaging application for people to connect with friends, family, groups, and businesses across platforms and devices; and WhatsApp, a messaging application that is used by people and businesses to communicate in a private way. It also provides Facebook Reality Labs, an augmented and virtual reality product that help people feel connected, anytime, and anywhere. Facebook, Inc. was founded in 2004 and is headquartered in Menlo Park, California.",10.09,None,None,0,39532998656,10.09,18.4689,8.4933,None,NASDAQ,December,0,0,25.1889,58604,69273000000,Internet Content & Information,None,None,2020-12-31,735638585344,"Facebook, Inc",0.3801,0.8991,25.6026,0,0.632,79.766,6.5839,9.9311,0.339,0.511,0.332,0.1395,0.2542,30.153,85964996608,Communication Services,2391558655,2403970048,20028533,23421272,0.0084,0.01,1.06,FB,25.6026,FB
0,0,496.4215,755.5024,895.9,70.102,"3500 Deer Creek Road, Palo Alto, CA, United States, 94304",539,Common Stock,2.1907,16.91,USA,USD,"Tesla, Inc. designs, develops, manufactures, leases, and sells electric vehicles, and energy generation and storage systems in the United States, China, Netherlands, Norway, and internationally. The company operates in two segments, Automotive; and Energy Generation and Storage. The Automotive segment offers sedans and sport utility vehicles. It also provides electric powertrain components and systems; and services for electric vehicles through its company-owned service locations, and Tesla mobile service technicians, as well as sells used vehicles. This segment markets and sells its products through a network of company-owned stores and galleries, as well as through its own Website. The Energy Generation and Storage segment offers energy storage products, such as rechargeable lithium-ion battery systems for use in homes, industrial, commercial facilities, and utility grids; and designs, manufactures, installs, maintains, leases, and sells solar energy generation and energy storage products to residential and commercial customers. It also provides vehicle insurance services, as well as renewable energy. The company was formerly known as Tesla Motors, Inc. and changed its name to Tesla, Inc. in February 2017. Tesla, Inc. was founded in 2003 and is headquartered in Palo Alto, California.",0.523,None,None,0,4019000064,0.523,205.8336,28.5052,None,NASDAQ,December,0,0,208.3333,48016,4069000000,Auto Manufacturers,2020-08-31,5:1,2020-09-30,752187932672,"Tesla, Inc",0.0612,1.6997,1517.2659,0,19.985,42.529,50.0612,30.5816,0.0197,0.694,0.392,0.0274,0.0559,30.668,28175998976,Consumer Cyclical,759562336,947900992,56367815,60620873,0.0742,0.06,1.09,TSLA,1517.2659,TSLA
0,0,118.4022,131.6348,145.09,52.8225,"One Apple Park Way, Cupertino, CA, United States, 95014",149.24,Common Stock,1.2836,3.936,USA,USD,"Apple Inc. designs, manufactures, and markets smartphones, personal computers, tablets, wearables, and accessories worldwide. It also sells various related services. The company offers iPhone, a line of smartphones; Mac, a line of personal computers; iPad, a line of multi-purpose tablets; and wearables, home, and accessories comprising AirPods, Apple TV, Apple Watch, Beats products, HomePod, iPod touch, and other Apple-branded and third-party accessories. It also provides AppleCare support services; cloud services store services; and operates various platforms, including the App Store, that allow customers to discover and download applications and digital content, such as books, music, video, games, and podcasts. In addition, the company offers various services, such as Apple Arcade, a game subscription service; Apple Music, which offers users a curated listening experience with on-demand radio stations; Apple News+, a subscription news and magazine service; Apple TV+, which offers exclusive original content; Apple Card, a co-branded credit card; and Apple Pay, a cashless payment service, as well as licenses its intellectual property. The company serves consumers, and small and mid-sized businesses; and the education, enterprise, and government markets. It sells and delivers third-party applications for its products through the App Store. The company also sells its products through its retail and online stores, and direct sales force; and third-party cellular network carriers, wholesalers, retailers, and resellers. Apple Inc. was founded in 1977 and is headquartered in Cupertino, California.",3.687,2020-11-12,0.82,0.0062,85159002112,3.687,25.4636,7.6515,2021-02-05,NASDAQ,September,0.82,0.0062,31.6456,147000,104956000000,Consumer Electronics,2020-08-31,4:1,2020-12-31,2215357710336,Apple Inc,0.2525,3.0821,35.7906,0.2216,0.065,59.662,33.4525,7.7848,0.2174,0.344,0.214,0.1336,0.8209,17.13,294135005184,Technology,16770972142,16788100096,99897228,91091816,0.0059,0.01,0.88,AAPL,35.7906,AAPL
0,0,13.6218,16.0358,30.78,8.25,"1 Skyview Drive, Fort Worth, TX, United States, 76155",12.17,Common Stock,1.8246,0.365,USA,USD,"American Airlines Group Inc., through its subsidiaries, operates as a network air carrier. It provides scheduled air transportation services for passengers and cargo. As of December 31, 2019, the company operated a mainline fleet of 942 aircraft. It serves 365 destinations in approximately 61 countries, principally from its hubs and gateways in Charlotte, Chicago, Dallas/Fort Worth, London Heathrow, Los Angeles, Miami, New York, Philadelphia, Phoenix, and Washington, D.C. American Airlines Group Inc. has strategic partnership with JetBlue Airways Corp. The company was formerly known as AMR Corporation and changed its name to American Airlines Group Inc. in December 2013. American Airlines Group Inc. was founded in 1930 and is headquartered in Fort Worth, Texas.",-18.362,2020-02-19,0.4,0.0303,4512000000,3.533,179.8268,2.5857,2020-02-04,NASDAQ,December,0.4,0.0303,7.391,102700,-5540000000,Airlines,2013-12-09,0:1,2020-12-31,10670811136,American Airlines Group Inc,-0.6568,0.6272,2.8074,0,0.934,45.415,0,0.4792,-0.5125,0.188,-0.644,-0.1167,0,35.829,17336999936,Industrials,615227438,610774016,152632087,171336981,0.3375,0.25,2.58,AAL,2.8074,AAL
0,0,33.9111,40.153,59.618,18.62,"PO Box 20706, Atlanta, GA, United States, 30320-6001",46.74,Common Stock,1.4506,2.131,USA,USD,"Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo in the United States and internationally. The company operates through two segments, Airline and Refinery. Its domestic network centered on core hubs in Atlanta, Minneapolis-St. Paul, Detroit, and Salt Lake City, as well as coastal hub positions in Boston, Los Angeles, New York-LaGuardia, New York-JFK, and Seattle; and international network centered on hubs and market presence in Amsterdam, London-Heathrow, Mexico City, Paris-Charles de Gaulle, and Seoul-Incheon. The company sells its tickets through various distribution channels, including delta.com and the Fly Delta app, telephone reservations, online travel agencies, traditional brick and mortar, and other agencies. It also provides aircraft maintenance, repair, and overhaul services; and vacation packages to third-party consumers, as well as aircraft charters, and management and programs. The company operates through a fleet of approximately 1,000 aircraft. Delta Air Lines, Inc. was founded in 1924 and is based in Atlanta, Georgia.",-19.49,2020-03-12,1.61,0.0698,3087000064,5.43,6.8103,2.671,2020-02-19,NYSE,December,0,0.0698,158.7302,72000,-4129000000,Airlines,None,None,2020-12-31,24208381952,"Delta Air Lines, Inc",-0.248,39.2935,4.8622,0,0.347,61.368,17.8924,1.4123,-0.7245,0.203,-0.653,-0.0388,-1.4823,26.879,17095000064,Industrials,632739400,637734016,10596840,12348345,0.0167,0.02,0.91,DAL,4.8622,DAL
0,0,38.5317,43.81,82.7211,17.8,"233 South Wacker Drive, Chicago, IL, United States, 60606",48.89,Common Stock,1.6203,19.112,USA,USD,"United Airlines Holdings, Inc., through its subsidiaries, provides air transportation services in North America, Asia, Europe, Africa, the Pacific, the Middle East, and Latin America. It transports people and cargo through its mainline and regional fleets. As of February 28, 2020, the company operated approximately 791 mainline aircraft. It also sells fuel; and offers catering, ground handling, and maintenance services for third parties. The company was formerly known as United Continental Holdings, Inc. and changed its name to United Airlines Holdings, Inc. in June 2019. United Airlines Holdings, Inc. was founded in 1934 and is headquartered in Chicago, Illinois.",-25.301,2008-01-23,None,0,860000000,3.971,13.6818,2.1842,2008-01-07,NASDAQ,December,0,0,4.1806,74400,-2542000000,Airlines,1996-05-21,4:1,2020-12-31,12470681600,"United Airlines Holdings, Inc",-0.5845,1.0584,9.5014,0,0.228,62.117,2.0924,0.8122,-0.4604,0.308,-0.687,-0.1,-0.8083,54.957,15354999808,Industrials,311046908,311844992,13514860,13753102,0.0494,0.04,1.03,UAL,9.5014,UAL
0,0,40.7651,46.3736,58.6045,22.465,"PO Box 36611, Dallas, TX, United States, 75235-1611",55.1,Common Stock,1.2269,15.044,USA,USD,"Southwest Airlines Co. operates a passenger airline that provides scheduled air transportation services in the United States and near-international markets. As of December 31, 2019, the company operated a total of 747 Boeing 737 aircraft; and served 101 destinations in 40 states, the District of Columbia, and the Commonwealth of Puerto Rico, as well as 10 near-international countries, including Mexico, Jamaica, the Bahamas, Aruba, the Dominican Republic, Costa Rica, Belize, Cuba, the Cayman Islands, and Turks and Caicos. It also offers inflight entertainment and connectivity service on Wi-Fi enabled aircraft; and sells points and related services to business partners participating in the Rapid Rewards loyalty program, such as car rental agencies, hotels, and restaurants. In addition, the company provides a suite of digital platforms to support customers' needs across the travel journey, including Southwest.com, mobile.southwest.com, an iOS app, an iPadOS app, and an android app; and SWABIZ, an online booking tool. Further, it offers ancillary services, such as Southwest's EarlyBird Check-In, upgraded boarding, and transportation of pets and unaccompanied minors. Southwest Airlines Co. was founded in 1967 and is headquartered in Dallas, Texas.",-5.441,2020-03-25,0.72,0.0213,229000000,0.305,15.208,2.7421,2020-03-03,NYSE,December,0.72,0.0213,125,57931,-1661000000,Airlines,2001-02-16,3:2,2020-12-31,25945425920,Southwest Airlines Co,-0.5352,28.5732,108.4118,0,0.251,76.035,2.9231,2.7438,-0.3397,0.139,-0.649,-0.1001,-0.3286,16.014,9048000512,Industrials,587876000,590473984,15859979,16575156,0.0342,0.03,2.52,LUV,108.4118,LUV
0,0,39.9635,44.717,58.35,28.2835,"5959 Las Colinas Boulevard, Irving, TX, United States, 75039-2298",50.78,Common Stock,1.344,41.956,USA,USD,"Exxon Mobil Corporation explores for and produces crude oil and natural gas in the United States, Canada/other Americas, Europe, Africa, Asia, and Australia/Oceania. It operates through Upstream, Downstream, and Chemical segments. The company is also involved in the manufacture, trade, transport, and sale of crude oil, petroleum products, and other specialty products; and manufactures and markets petrochemicals, including olefins, polyolefins, aromatics, and various other petrochemicals. As of December 31, 2019, it had approximately 23,857 net operated wells with proved reserves of 22.4 billion oil-equivalent barrels. In addition, the company produces raw materials, such as polypropylene and isopropyl alcohol for medical masks, gowns, and hand sanitizer. The company was founded in 1870 and is based in Irving, Texas.",0.778,2020-12-10,3.48,0.0776,18672001024,0.778,9.6613,1.2742,2021-02-09,NYSE,December,3.48,0.0776,21.645,74900,77152000000,Oil & Gas Integrated,2001-07-19,2:1,2020-09-30,189593829376,Exxon Mobil Corporation,-0.005,2.0494,57.635,4.4615,0.087,52.204,1.0687,0.9776,0.017,-0.492,-0.284,-0.0017,0.0162,45.869,195860004864,Energy,4218509176,4228229888,44213065,44630327,0.0105,0.01,1.51,XOM,57.635,XOM
0,0,83.4442,89.1273,106.562,49.4038,"6001 Bollinger Canyon Road, San Ramon, CA, United States, 94583-2324",104.3,Common Stock,1.3183,70.568,USA,USD,"Chevron Corporation, through its subsidiaries, engages in integrated energy, chemicals, and petroleum operations worldwide. The company operates in two segments, Upstream and Downstream. The Upstream segment is involved in the exploration, development, and production of crude oil and natural gas; processing, liquefaction, transportation, and regasification associated with liquefied natural gas; transportation of crude oil through pipelines; and transportation, storage, and marketing of natural gas, as well as operates a gas-to-liquids plant. The Downstream segment engages in refining crude oil into petroleum products; marketing crude oil and refined products; transporting crude oil and refined products through pipeline, marine vessel, motor equipment, and rail car; and manufacturing and marketing commodity petrochemicals, and fuel and lubricant additives, as well as plastics for industrial uses. Chevron Corporation is also involved in the cash management and debt financing activities; insurance operations; real estate activities; and technology businesses. The company was formerly known as ChevronTexaco Corporation and changed its name to Chevron Corporation in 2005. Chevron Corporation was founded in 1879 and is headquartered in San Ramon, California.",-2.964,2020-12-10,5.16,0.058,12743999488,2.055,11.7787,1.9472,2021-02-16,NYSE,December,5.16,0.058,30.03,48200,44204000000,Oil & Gas Integrated,2004-09-13,2:1,2020-12-31,164010852352,Chevron Corporation,-0.0714,0.7746,43.7692,4.0028,0.04,62.862,1.3279,1.6251,-0.0585,0.388,-0.27,-0.0131,-0.0401,50.637,94691999744,Energy,1866221727,1925010048,16049088,17401481,0.0083,0.01,1.5,CVX,43.7692,CVX
0,0,20.5645,22.6645,35.0004,14.4522,"1 St James's Square, London, United Kingdom, SW1Y 4PD",28.73,Common Stock,0.6951,20.136,USA,USD,"BP PLC engages in the energy business worldwide. It operates through three segments: Upstream, Downstream, and Rosneft. The Upstream segment is involved in the oil and natural gas exploration, and field development and production; midstream transportation, storage, and processing; and marketing and trading of liquefied natural gas (LNG), biogas, power, and natural gas liquids (NGLs). This segment also engages in the ownership and management of crude oil and natural gas pipelines; processing facilities and export terminals; and LNG processing facilities and transportation, as well as NGLs processing business. The Downstream segment refines, manufactures, markets, transports, supplies, and trades in crude oil, petroleum, and petrochemical products and related services to wholesale and retail customers. It offers gasoline, diesel, and aviation fuels; lubricants, and related products and services to the automotive, industrial, marine, and energy markets under the Castrol, BP, and Aral brands; and petrochemical products, such as purified terephthalic acid, paraxylene, acetic acid, olefins and derivatives, and specialty petrochemical products. The Rosneft segment engages in the exploration and production of hydrocarbons, as well as jet fuel, bunkering, bitumen, and lubricants activities. This segment also owns and operates 13 refineries in Russia; and approximately 3,000 retail service stations in Russia and internationally. The company also produces ethanol, bio-isobutanol, bio-power, and solar energy; transports hydrocarbon products through time-chartered and spot-chartered vessels; and holds interests in wind sites. BP PLC was founded in 1889 and is headquartered in London, the United Kingdom.",-6.42,2020-12-18,1.26,0.0567,17309999104,1.404,59.8885,0.6137,2020-11-05,NYSE,December,1.26,0.0567,13.7174,67600,45682000000,Oil & Gas Integrated,1999-10-04,2:1,2020-09-30,75799748608,BP p.l.c,-0.0305,0.25,20.6285,0,0.002,8.239,1.1087,0.3629,-0.1052,-0.977,-0.351,-0.0143,-0.2437,61.05,205806993408,Energy,3321331644,3390769920,10442504,7633793,0,0,0.7,BP,20.6285,BP
0,0,RDS
0,0,38.063,42.4694,58.789,20.1771,"925 North Eldridge Parkway, Houston, TX, United States, 77079-2703",54.96,Common Stock,1.864,28.696,USA,USD,"ConocoPhillips explores for, produces, transports, and markets crude oil, bitumen, natural gas, liquefied natural gas (LNG), and natural gas liquids worldwide. The company primarily engages in the conventional and tight oil reservoirs, shale gas, heavy oil, LNG, oil sands, and other production operations. Its portfolio includes unconventional plays in North America; conventional assets in North America, Europe, Asia, and Australia; various LNG developments; oil sands assets in Canada; and an inventory of conventional and unconventional exploration prospects. The company was founded in 1917 and is headquartered in Houston, Texas.",-1.118,2020-12-01,1.72,0.043,6327000064,2.095,11.3239,2.9657,2020-10-16,NYSE,December,1.72,0.043,37.7358,9800,16182000000,Oil & Gas E&P,2012-05-01,1311791:10,2020-09-30,54225838080,ConocoPhillips,0.0477,-4.11,14.0273,0,0.04,75.964,1.7615,2.0679,-0.0563,-0.829,-0.451,0.0096,-0.0345,19.82,21475000320,Energy,1071443626,1354630016,49882293,41593279,0.0368,0.04,4.65,COP,14.0273,COP
0,0,61.2724,70.4667,88.5355,38.3817,"2331 CityWest Boulevard, Houston, TX, United States, 77042",79.53,Common Stock,1.6591,45.151,USA,USD,"Phillips 66 operates as an energy manufacturing and logistics company. It operates through four segments: Midstream, Chemicals, Refining, and Marketing and Specialties (M&S). The Midstream segment transports crude oil and other feedstocks; delivers refined products to market; provides terminaling and storage services for crude oil and petroleum products; transports, stores, fractionates, exports, and markets natural gas liquids; provides other fee-based processing services; and gathers, processes, transports, and markets natural gas. The Chemicals segment manufactures and markets ethylene and other olefin products; aromatics and styrenics products, such as benzene, cyclohexane, styrene, and polystyrene; and various specialty chemical products, including organosulfur chemicals, solvents, catalysts, and chemicals used in drilling and mining. The Refining segment refines crude oil and other feedstocks into petroleum products comprising gasolines, distillates, and aviation fuels at 13 refineries in the United States and Europe. The M&S segment purchases for resale and markets refined petroleum products consisting of gasolines, distillates, and aviation fuels primarily in the United States and Europe. It also manufactures and markets specialty products, such as petroleum coke products, waxes, solvents, and polypropylene. Phillips 66 was founded in 1875 and is headquartered in Houston, Texas.",-6.137,2020-12-01,3.6,0.0504,1322000000,0.827,35.4469,0.5778,2020-11-16,NYSE,December,3.6,0.0504,18.1159,14500,11764000000,Oil & Gas Refining & Marketing,None,None,2020-09-30,29615040512,Phillips 66,-0.0007,2.7658,92.4776,5.5385,0.338,68.59,1.5889,0.4124,-0.0351,-0.504,-0.415,-0.0006,-0.0976,174.225,76844998656,Energy,435716921,436800000,11637745,9631436,0.0267,0.03,3.45,PSX,92.4776,PSX
